
                  BEAST v1.8.1, 2002-2014
       Bayesian Evolutionary Analysis Sampling Trees
                 Designed and developed by
   Alexei J. Drummond, Andrew Rambaut and Marc A. Suchard
                              
               Department of Computer Science
                   University of Auckland
                  alexei@cs.auckland.ac.nz
                              
             Institute of Evolutionary Biology
                  University of Edinburgh
                     a.rambaut@ed.ac.uk
                              
              David Geffen School of Medicine
           University of California, Los Angeles
                     msuchard@ucla.edu
                              
                Downloads, Help & Resources:
                 	http://beast.bio.ed.ac.uk
                              
Source code distributed under the GNU Lesser General Public License:
            	http://code.google.com/p/beast-mcmc
                              
                     BEAST developers:
	Alex Alekseyenko, Guy Baele, Trevor Bedford, Filip Bielejec, Erik Bloomquist, Matthew Hall,
	Joseph Heled, Sebastian Hoehna, Denise Kuehnert, Philippe Lemey, Wai Lok Sibon Li,
	Gerton Lunter, Sidney Markowitz, Vladimir Minin, Michael Defoin Platel,
          	Oliver Pybus, Chieh-Hsi Wu, Walter Xie
                              
                         Thanks to:
    	Roald Forsberg, Beth Shapiro and Korbinian Strimmer

Using BEAGLE library v2.1.2 for accelerated, parallel likelihood evaluation
2009-2013, BEAGLE Working Group - http://beagle-lib.googlecode.com/
Citation: Ayres et al (2012) Systematic Biology 61: 170-173 | doi:10.1093/sysbio/syr100



Random number seed: 1428625469005



Loading additional development parsers from development_parsers.properties, which is additional set of parsers only available for development version ...

Parsing XML file: separatebeastinfile.xml
  File encoding: UTF8
Looking for plugins in /fh/fast/bloom_j/grp/Heather/TcellEpitopeComparisons/swine/HA_H3/plugins
Read alignment: alignment
  Sequences = 57
      Sites = 566
   Datatype = amino acid
Site patterns 'patterns' created from positions 1-566 of alignment 'alignment'
  pattern count = 566
Creating the tree model, 'treeModel'
  initial tree topology = (((((((((((2003A/swine/Italy/268086/2003|EU982298|2003.,2006A/swine/Italy/66945/2006|EU037014|2006.),1999A/swine/Bakum/8602/99|EF409250|1999.),(1999A/swine/HongKong/5190/99|AY363519|1999.,2000A/swine/Italy/9181/2000|DQ975266|2000.)),2005A/swine/Italy/30574/2005|EU045372|2005.),(1994A/Swine/Italy/25823/94|AF213903|1994.,2004A/swine/Spain/54008/2004|CY010564|2004.)),((((1991A/Swine/Netherlands/784/91|AF092057|1991.,1995A/swine/Germany/Vi3161/95|AM920723|1995.),(1992A/swine/Italy/1188/1992|DQ975258|1992.,1993A/Swine/Netherlands/849/93|AF092054|1993.)),1983A/swine/Italy/309/1983|X73489|1983.),1987A/swine/Italy/635/1987|X73491|1987.)),((((2001A/swine/Spain/33601/2001|CY009372|2001.,2002A/swine/Spain/42386/2002|CY020501|2002.),2003A/swine/Nordkirchen/IDT1993/2003|EU924271|2003.247),1997A/swine/Germany/SEC27/97|AM920733|1997.),2007A/swine/Italy/10659-1/2007|EU982295|2007.)),((((2001A/swine/Italy/7680/2001|EU045365|2001.,2002A/swine/Spain/39139/2002|CY009380|2002.),1987A/swine/Italy/636/87|AJ293928|1987.),2004A/swine/Italy/297576/2004|EU045371|2004.),1988A/swine/Italy/729/1988|DQ975256|1988.)),(((((((1995A/swine/Italy/1380-2/1995|DQ975260|1995.,2003A/swine/Bissendorf/IDT1864/2003|GQ161170|2003.211),1998A/swine/Italy/1510/98|AJ293932|1998.),1985A/swine/Italy/520/85|X73490|1985.),1996A/swine/Italy/1477/96|AJ293931|1996.),1992A/swine/Italy/1243/92|AJ293929|1992.),(1993A/Swine/Netherlands/L2/93|AF092056|1993.,2000A/swine/HongKong/7982/00|AY363522|2000.)),1997A/swine/Lohne/1/97|EF409249|1997.)),((((((1992A/swine/IDT/Re220/92|AY701752|1992.,1998A/swine/Flanders/1/1998|FJ842116|1998.),1996A/Swine/Oedenrode/7C/96|AF092053|1996.),2006A/swine/Italy/79604/2006|EU045374|2006.),1994A/Swine/Belgium/231/94|AF092055|1994.),1985A/Swine/Utrecht/4/85|AF092058|1985.),(((((1994A/swine/Finistere/510/94|AJ311511|1994.,1998A/swine/Italy/9264/1998|EU045360|1998.),1997A/Swine/Breugel/97|AF092052|1997.),1999A/swine/HongKong/5200/99|AY363520|1999.),(1987A/swine/Italy/630/1987|DQ975255|1987.,2004A/swine/Italy/58356/2004|EU045368|2004.)),(1984A/swine/CotedArmor/3633/84|AJ293933|1984.,2002A/swine/Germany/S043/2002|AM920742|2002.)))),(((((1993A/swine/Bakum/909/93|AJ252130|1993.,2001A/swine/HongKong/9745/01|AY363524|2001.),(2000A/swine/Italy/1962-1/2000|DQ975265|2000.,2007A/swine/Hungary/13509/2007|FJ798772|2007.581)),1984A/Swine/Brabant/84|AF092059|1984.),((1995A/swine/Belgium/87/95|AJ293927|1995.,2007A/swine/Italy/50127/2007|EU982296|2007.),(1996A/swine/Jena/5/1996|EF409248|1996.,2006A/swine/Italy/114347/2006|EU045376|2006.))),1984A/swine/Ukkel/1/1984|M73775|1984.))
  tree height = 1171.6896269136032
Using strict molecular clock model.
Creating site model.
Using BEAGLE TreeLikelihood
  Branch rate model used: strictClockBranchRates
  Using BEAGLE resource 0: CPU
    with instance flags:  PRECISION_DOUBLE COMPUTATION_SYNCH EIGEN_REAL SCALING_MANUAL SCALERS_RAW VECTOR_NONE THREADING_NONE PROCESSOR_CPU FRAMEWORK_CPU
  Ignoring ambiguities in tree likelihood.
  With 566 unique site patterns.
  Using rescaling scheme : delayed
Optimization Schedule: log
Likelihood computation is using an auto sizing thread pool.
Creating the MCMC chain:
  chainLength=30000000
  autoOptimize=true
  autoOptimize delayed for 10000 steps
# BEAST v1.8.1, r6542
# Generated Thu Apr 09 17:24:29 PDT 2015 [seed=1428625469005]
state	Posterior   	Prior       	Likelihood  	rootHeight  	clock.rate  
10091000	-4491.9304  	-195.8155   	-4296.1149  	36.6949     	3.4614E-3   	0.45 hours/million states
10092000	-4478.7380  	-194.6180   	-4284.1200  	32.2002     	4.00076E-3  	0.45 hours/million states
10093000	-4480.5373  	-193.0832   	-4287.4540  	32.5430     	3.99057E-3  	0.45 hours/million states
10094000	-4475.6449  	-193.7749   	-4281.8700  	31.1992     	3.83485E-3  	0.45 hours/million states
10095000	-4477.1237  	-196.9387   	-4280.1850  	30.7189     	3.59167E-3  	0.45 hours/million states
10096000	-4485.2305  	-197.8087   	-4287.4218  	34.3686     	3.75687E-3  	0.45 hours/million states
10097000	-4474.3740  	-194.4817   	-4279.8923  	31.9933     	4.16021E-3  	0.45 hours/million states
10098000	-4481.3931  	-197.3030   	-4284.0900  	30.4327     	4.16226E-3  	0.45 hours/million states
10099000	-4475.0720  	-200.6898   	-4274.3822  	33.0304     	3.51546E-3  	0.45 hours/million states
10100000	-4472.8030  	-201.1742   	-4271.6288  	34.5537     	3.63008E-3  	0.45 hours/million states
10101000	-4490.0071  	-204.1926   	-4285.8145  	32.5216     	3.35787E-3  	0.45 hours/million states
10102000	-4490.0484  	-201.0261   	-4289.0222  	31.6444     	3.8421E-3   	0.45 hours/million states
10103000	-4488.2973  	-203.2342   	-4285.0631  	32.7741     	3.80082E-3  	0.45 hours/million states
10104000	-4483.6519  	-200.4234   	-4283.2285  	31.9576     	3.85724E-3  	0.45 hours/million states
10105000	-4491.0897  	-200.9199   	-4290.1698  	30.5844     	4.21495E-3  	0.45 hours/million states
10106000	-4479.4875  	-201.3902   	-4278.0973  	34.6315     	3.69558E-3  	0.45 hours/million states
10107000	-4494.1894  	-209.3001   	-4284.8893  	36.7982     	3.1697E-3   	0.45 hours/million states
10108000	-4491.1119  	-205.2890   	-4285.8230  	34.6157     	3.24155E-3  	0.45 hours/million states
10109000	-4484.8739  	-210.5954   	-4274.2785  	33.0017     	3.35326E-3  	0.45 hours/million states
10110000	-4483.7338  	-203.1057   	-4280.6281  	32.6849     	3.35456E-3  	0.45 hours/million states
10111000	-4485.2240  	-205.4595   	-4279.7645  	36.2708     	3.10187E-3  	0.45 hours/million states
10112000	-4492.7438  	-206.5101   	-4286.2336  	33.9009     	3.75207E-3  	0.45 hours/million states
10113000	-4496.1424  	-206.6917   	-4289.4506  	35.4105     	3.61578E-3  	0.45 hours/million states
10114000	-4487.9026  	-209.8185   	-4278.0841  	34.0017     	3.07053E-3  	0.45 hours/million states
10115000	-4488.9402  	-203.4023   	-4285.5379  	32.4198     	3.496E-3    	0.45 hours/million states
10116000	-4479.6940  	-201.7444   	-4277.9495  	32.5953     	3.58473E-3  	0.45 hours/million states
10117000	-4490.1857  	-204.2185   	-4285.9672  	37.6157     	3.48451E-3  	0.45 hours/million states
10118000	-4488.8444  	-197.2707   	-4291.5737  	33.3447     	3.4776E-3   	0.45 hours/million states
10119000	-4472.8725  	-190.1101   	-4282.7624  	30.7141     	4.09159E-3  	0.45 hours/million states
10120000	-4471.6976  	-192.9396   	-4278.7580  	31.4772     	4.10072E-3  	0.45 hours/million states
10121000	-4467.8197  	-188.3329   	-4279.4868  	30.4163     	4.00048E-3  	0.45 hours/million states
10122000	-4481.0318  	-186.2885   	-4294.7433  	31.5997     	4.33233E-3  	0.45 hours/million states
10123000	-4474.2829  	-189.1911   	-4285.0918  	29.3691     	3.91232E-3  	0.45 hours/million states
10124000	-4471.3613  	-190.7340   	-4280.6273  	30.3756     	4.31607E-3  	0.45 hours/million states
10125000	-4474.2433  	-194.2796   	-4279.9637  	30.3229     	4.24619E-3  	0.45 hours/million states
10126000	-4466.1873  	-194.4500   	-4271.7373  	31.3663     	4.02696E-3  	0.45 hours/million states
10127000	-4480.8184  	-196.9990   	-4283.8194  	30.4202     	3.86866E-3  	0.45 hours/million states
10128000	-4478.8572  	-193.8554   	-4285.0019  	33.8142     	3.87416E-3  	0.45 hours/million states
10129000	-4475.4736  	-185.8478   	-4289.6258  	32.4632     	4.58188E-3  	0.45 hours/million states
10130000	-4473.7317  	-191.5792   	-4282.1525  	32.3417     	4.27661E-3  	0.45 hours/million states
10131000	-4477.8479  	-198.6191   	-4279.2289  	30.8760     	3.70721E-3  	0.45 hours/million states
10132000	-4484.5964  	-205.4731   	-4279.1234  	31.2734     	3.75537E-3  	0.45 hours/million states
10133000	-4500.0097  	-211.7028   	-4288.3069  	33.5861     	3.07866E-3  	0.45 hours/million states
10134000	-4499.0270  	-205.8596   	-4293.1674  	33.8121     	3.50097E-3  	0.45 hours/million states
10135000	-4487.9891  	-203.3207   	-4284.6684  	34.0051     	3.86351E-3  	0.45 hours/million states
10136000	-4483.7922  	-195.5611   	-4288.2311  	34.0084     	3.98429E-3  	0.45 hours/million states
10137000	-4474.2604  	-191.8778   	-4282.3826  	30.6286     	3.80832E-3  	0.45 hours/million states
10138000	-4466.5654  	-188.6022   	-4277.9632  	30.2625     	4.27343E-3  	0.45 hours/million states
10139000	-4473.7671  	-195.3812   	-4278.3859  	31.3404     	4.26796E-3  	0.45 hours/million states
10140000	-4479.6813  	-195.3908   	-4284.2905  	32.5684     	4.07906E-3  	0.45 hours/million states
10141000	-4472.7658  	-194.8772   	-4277.8886  	30.8729     	3.90996E-3  	0.45 hours/million states
10142000	-4472.9762  	-197.7469   	-4275.2293  	31.5912     	3.47018E-3  	0.45 hours/million states
10143000	-4481.6261  	-199.5064   	-4282.1198  	36.0753     	3.44279E-3  	0.45 hours/million states
10144000	-4488.0661  	-202.4412   	-4285.6249  	31.9761     	3.89017E-3  	0.45 hours/million states
10145000	-4490.1556  	-203.7130   	-4286.4426  	33.4675     	3.90148E-3  	0.45 hours/million states
10146000	-4484.1181  	-199.1218   	-4284.9963  	37.5862     	3.44912E-3  	0.45 hours/million states
10147000	-4483.8283  	-194.2057   	-4289.6226  	32.1956     	3.63387E-3  	0.45 hours/million states
10148000	-4484.0837  	-198.2385   	-4285.8453  	31.6335     	3.91842E-3  	0.45 hours/million states
10149000	-4468.1970  	-191.5118   	-4276.6852  	30.4970     	3.8823E-3   	0.45 hours/million states
10150000	-4467.0803  	-195.4566   	-4271.6237  	32.7540     	3.96994E-3  	0.45 hours/million states
10151000	-4476.4488  	-192.0907   	-4284.3580  	30.6144     	3.80724E-3  	0.45 hours/million states
10152000	-4476.9863  	-198.1461   	-4278.8402  	29.1914     	3.78732E-3  	0.45 hours/million states
10153000	-4481.0072  	-195.7399   	-4285.2673  	34.1414     	3.73237E-3  	0.45 hours/million states
10154000	-4474.2517  	-195.1622   	-4279.0895  	31.6874     	4.18709E-3  	0.45 hours/million states
10155000	-4476.9482  	-193.8703   	-4283.0778  	30.7900     	4.16174E-3  	0.45 hours/million states
10156000	-4484.8457  	-199.7063   	-4285.1394  	35.9376     	3.30346E-3  	0.45 hours/million states
10157000	-4477.8631  	-196.3987   	-4281.4645  	31.2539     	3.9263E-3   	0.45 hours/million states
10158000	-4481.5826  	-198.0167   	-4283.5659  	31.7779     	3.96795E-3  	0.45 hours/million states
10159000	-4488.7041  	-197.4601   	-4291.2439  	32.0273     	3.73345E-3  	0.45 hours/million states
10160000	-4477.5236  	-196.1919   	-4281.3317  	31.2772     	3.96899E-3  	0.45 hours/million states
10161000	-4482.7633  	-197.0409   	-4285.7223  	29.8320     	3.88391E-3  	0.45 hours/million states
10162000	-4485.2969  	-199.6933   	-4285.6035  	31.9888     	3.6242E-3   	0.45 hours/million states
10163000	-4474.1069  	-195.7197   	-4278.3872  	31.4042     	4.19011E-3  	0.45 hours/million states
10164000	-4486.4516  	-194.0305   	-4292.4211  	31.8924     	4.2275E-3   	0.45 hours/million states
10165000	-4476.1479  	-192.4320   	-4283.7160  	31.1784     	3.66202E-3  	0.45 hours/million states
10166000	-4484.2761  	-195.7734   	-4288.5027  	31.3552     	3.91994E-3  	0.45 hours/million states
10167000	-4477.2283  	-194.2108   	-4283.0176  	31.9907     	3.95788E-3  	0.45 hours/million states
10168000	-4476.1957  	-196.9635   	-4279.2322  	33.1757     	3.71808E-3  	0.45 hours/million states
10169000	-4474.6485  	-188.9938   	-4285.6547  	32.8047     	4.08144E-3  	0.45 hours/million states
10170000	-4478.6153  	-193.9633   	-4284.6520  	33.1543     	3.73987E-3  	0.45 hours/million states
10171000	-4473.0948  	-190.1586   	-4282.9362  	33.0472     	3.86997E-3  	0.45 hours/million states
10172000	-4467.7736  	-184.2698   	-4283.5038  	29.7339     	4.28893E-3  	0.45 hours/million states
10173000	-4477.0345  	-195.5527   	-4281.4818  	29.8821     	3.89302E-3  	0.45 hours/million states
10174000	-4474.7904  	-189.6005   	-4285.1898  	30.6045     	4.28476E-3  	0.45 hours/million states
10175000	-4482.9594  	-187.1101   	-4295.8492  	28.8187     	3.97621E-3  	0.45 hours/million states
10176000	-4485.9396  	-191.4168   	-4294.5229  	30.8009     	3.95925E-3  	0.45 hours/million states
10177000	-4472.4235  	-192.6118   	-4279.8118  	30.5143     	4.12879E-3  	0.45 hours/million states
10178000	-4470.4348  	-188.7437   	-4281.6911  	30.9456     	4.05705E-3  	0.45 hours/million states
10179000	-4481.9796  	-194.1566   	-4287.8230  	31.1025     	4.34393E-3  	0.45 hours/million states
10180000	-4482.8046  	-198.4454   	-4284.3592  	31.7587     	3.90793E-3  	0.45 hours/million states
10181000	-4486.2154  	-198.8640   	-4287.3515  	32.0601     	3.85236E-3  	0.45 hours/million states
10182000	-4477.3303  	-203.9723   	-4273.3580  	33.4037     	3.40797E-3  	0.45 hours/million states
10183000	-4478.1389  	-189.0337   	-4289.1052  	32.8161     	3.60677E-3  	0.45 hours/million states
10184000	-4478.7527  	-195.9341   	-4282.8186  	31.0446     	3.83412E-3  	0.45 hours/million states
10185000	-4480.4622  	-200.7946   	-4279.6676  	33.7706     	3.19575E-3  	0.45 hours/million states
10186000	-4477.7955  	-195.3432   	-4282.4524  	32.1017     	3.62372E-3  	0.45 hours/million states
10187000	-4471.0589  	-198.3853   	-4272.6737  	31.8475     	3.89918E-3  	0.45 hours/million states
10188000	-4473.8568  	-197.4296   	-4276.4271  	33.2317     	3.61941E-3  	0.45 hours/million states
10189000	-4485.9709  	-200.7744   	-4285.1965  	30.5352     	3.92441E-3  	0.45 hours/million states
10190000	-4479.2474  	-195.4465   	-4283.8009  	32.7777     	4.01927E-3  	0.45 hours/million states
10191000	-4490.3773  	-199.0955   	-4291.2818  	31.8482     	3.77264E-3  	0.45 hours/million states
10192000	-4486.9123  	-195.5438   	-4291.3685  	32.8255     	4.1025E-3   	0.45 hours/million states
10193000	-4485.5785  	-199.4424   	-4286.1361  	32.9636     	3.37088E-3  	0.45 hours/million states
10194000	-4484.4285  	-201.7912   	-4282.6373  	30.6060     	3.94148E-3  	0.45 hours/million states
10195000	-4482.7520  	-193.8034   	-4288.9486  	30.9923     	3.62374E-3  	0.45 hours/million states
10196000	-4475.1348  	-191.8518   	-4283.2830  	31.7327     	3.86363E-3  	0.45 hours/million states
10197000	-4482.8388  	-197.7927   	-4285.0460  	29.7241     	4.27374E-3  	0.45 hours/million states
10198000	-4482.2118  	-197.8742   	-4284.3376  	30.6696     	4.17745E-3  	0.45 hours/million states
10199000	-4479.2097  	-193.5489   	-4285.6608  	33.7210     	4.05742E-3  	0.45 hours/million states
10200000	-4470.3130  	-194.5301   	-4275.7829  	30.2716     	4.02558E-3  	0.45 hours/million states
10201000	-4478.0821  	-200.3014   	-4277.7807  	33.0658     	4.05227E-3  	0.45 hours/million states
10202000	-4488.5615  	-208.6930   	-4279.8685  	31.3391     	3.42286E-3  	0.45 hours/million states
10203000	-4493.3037  	-207.4834   	-4285.8203  	32.4514     	3.70127E-3  	0.45 hours/million states
10204000	-4489.4816  	-210.0856   	-4279.3959  	31.6284     	3.64503E-3  	0.45 hours/million states
10205000	-4484.7260  	-203.9531   	-4280.7728  	32.2476     	3.68093E-3  	0.45 hours/million states
10206000	-4479.6100  	-202.2782   	-4277.3318  	34.5166     	3.84654E-3  	0.45 hours/million states
10207000	-4482.0987  	-195.3293   	-4286.7694  	32.2799     	3.56211E-3  	0.45 hours/million states
10208000	-4475.9478  	-194.8684   	-4281.0794  	32.9985     	3.53789E-3  	0.45 hours/million states
10209000	-4481.4947  	-198.6474   	-4282.8473  	32.8202     	3.75231E-3  	0.45 hours/million states
10210000	-4477.7107  	-197.2480   	-4280.4626  	31.0854     	3.80955E-3  	0.45 hours/million states
10211000	-4465.1062  	-194.3176   	-4270.7886  	31.5881     	3.8321E-3   	0.45 hours/million states
10212000	-4476.5986  	-195.8804   	-4280.7182  	31.6363     	3.86919E-3  	0.45 hours/million states
10213000	-4480.2421  	-198.3295   	-4281.9126  	34.3566     	3.36351E-3  	0.45 hours/million states
10214000	-4487.2780  	-207.3664   	-4279.9117  	30.9566     	3.46071E-3  	0.45 hours/million states
10215000	-4488.4136  	-208.0521   	-4280.3616  	31.4328     	3.37457E-3  	0.45 hours/million states
10216000	-4492.2745  	-209.9366   	-4282.3380  	35.5432     	3.08948E-3  	0.45 hours/million states
10217000	-4496.0029  	-204.3479   	-4291.6550  	31.7829     	3.44905E-3  	0.45 hours/million states
10218000	-4489.3234  	-205.9558   	-4283.3676  	32.0437     	3.69948E-3  	0.45 hours/million states
10219000	-4485.0534  	-202.6931   	-4282.3603  	32.7121     	3.74332E-3  	0.45 hours/million states
10220000	-4490.0676  	-203.0025   	-4287.0652  	31.7461     	4.01336E-3  	0.45 hours/million states
10221000	-4491.0096  	-201.4919   	-4289.5177  	30.9263     	3.85496E-3  	0.45 hours/million states
10222000	-4483.8747  	-202.9480   	-4280.9267  	34.7338     	3.58202E-3  	0.45 hours/million states
10223000	-4480.1943  	-200.2596   	-4279.9347  	32.9027     	3.92913E-3  	0.45 hours/million states
10224000	-4479.4363  	-201.8755   	-4277.5608  	32.1776     	3.90476E-3  	0.45 hours/million states
10225000	-4482.2228  	-199.6149   	-4282.6078  	32.0066     	3.83298E-3  	0.45 hours/million states
10226000	-4476.4348  	-203.7267   	-4272.7081  	31.9906     	3.55952E-3  	0.45 hours/million states
10227000	-4479.3150  	-200.2796   	-4279.0353  	34.7170     	3.43656E-3  	0.45 hours/million states
10228000	-4476.5823  	-195.1689   	-4281.4134  	33.6607     	3.42611E-3  	0.45 hours/million states
10229000	-4477.4924  	-202.3646   	-4275.1278  	34.4129     	3.56856E-3  	0.45 hours/million states
10230000	-4485.4004  	-198.8912   	-4286.5092  	30.1182     	3.90895E-3  	0.45 hours/million states
10231000	-4482.5449  	-200.5204   	-4282.0245  	32.4453     	3.55416E-3  	0.45 hours/million states
10232000	-4486.0972  	-198.0672   	-4288.0300  	29.5470     	3.97299E-3  	0.45 hours/million states
10233000	-4468.6522  	-191.3635   	-4277.2887  	32.1050     	3.83054E-3  	0.45 hours/million states
10234000	-4474.5957  	-194.6850   	-4279.9107  	31.4987     	3.84307E-3  	0.45 hours/million states
10235000	-4464.2432  	-187.9408   	-4276.3023  	31.2462     	4.30137E-3  	0.45 hours/million states
10236000	-4477.7208  	-194.7941   	-4282.9266  	32.7243     	3.89312E-3  	0.45 hours/million states
10237000	-4473.6307  	-190.7277   	-4282.9030  	32.3730     	3.85618E-3  	0.45 hours/million states
10238000	-4480.6130  	-199.5830   	-4281.0300  	32.7922     	3.8772E-3   	0.45 hours/million states
10239000	-4476.5411  	-191.1128   	-4285.4283  	29.8066     	4.52297E-3  	0.45 hours/million states
10240000	-4471.7232  	-198.3008   	-4273.4225  	32.0403     	4.06509E-3  	0.45 hours/million states
10241000	-4490.4398  	-204.7185   	-4285.7213  	34.5609     	3.3794E-3   	0.45 hours/million states
10242000	-4479.8094  	-200.1650   	-4279.6444  	34.1013     	3.70862E-3  	0.45 hours/million states
10243000	-4480.4542  	-200.1325   	-4280.3217  	32.2909     	3.79132E-3  	0.45 hours/million states
10244000	-4494.0818  	-201.8602   	-4292.2215  	31.2621     	3.74058E-3  	0.45 hours/million states
10245000	-4473.8534  	-196.0885   	-4277.7648  	31.2842     	3.80289E-3  	0.45 hours/million states
10246000	-4476.6564  	-198.8983   	-4277.7581  	32.0583     	4.30822E-3  	0.45 hours/million states
10247000	-4468.7021  	-197.4647   	-4271.2374  	31.0182     	4.04777E-3  	0.45 hours/million states
10248000	-4473.7311  	-198.6839   	-4275.0472  	32.4704     	3.52523E-3  	0.45 hours/million states
10249000	-4494.0041  	-202.9463   	-4291.0578  	31.8495     	3.45849E-3  	0.45 hours/million states
10250000	-4495.0145  	-206.9036   	-4288.1109  	34.3630     	3.40919E-3  	0.45 hours/million states
10251000	-4483.8139  	-195.3533   	-4288.4606  	31.7593     	3.77368E-3  	0.45 hours/million states
10252000	-4477.8563  	-193.4491   	-4284.4072  	33.2659     	3.71341E-3  	0.45 hours/million states
10253000	-4483.3615  	-193.2910   	-4290.0705  	36.4648     	3.65781E-3  	0.45 hours/million states
10254000	-4475.2935  	-191.5979   	-4283.6956  	34.6234     	4.22082E-3  	0.45 hours/million states
10255000	-4469.2981  	-193.9214   	-4275.3767  	31.0271     	4.01275E-3  	0.45 hours/million states
10256000	-4468.0817  	-193.2917   	-4274.7901  	31.2205     	3.98564E-3  	0.45 hours/million states
10257000	-4473.4673  	-199.0775   	-4274.3898  	32.4280     	3.74303E-3  	0.45 hours/million states
10258000	-4481.3826  	-199.8749   	-4281.5077  	34.3971     	3.7898E-3   	0.45 hours/million states
10259000	-4471.6294  	-190.8483   	-4280.7811  	31.3673     	4.1188E-3   	0.45 hours/million states
10260000	-4469.8893  	-195.0631   	-4274.8263  	34.4436     	3.76987E-3  	0.45 hours/million states
10261000	-4473.0336  	-195.0923   	-4277.9413  	31.2705     	3.74253E-3  	0.45 hours/million states
10262000	-4476.2561  	-202.2875   	-4273.9686  	31.9763     	3.76503E-3  	0.45 hours/million states
10263000	-4488.8891  	-198.7485   	-4290.1406  	33.5990     	3.54172E-3  	0.45 hours/million states
10264000	-4485.8662  	-210.1458   	-4275.7204  	34.9477     	3.46136E-3  	0.45 hours/million states
10265000	-4485.9898  	-208.0437   	-4277.9461  	35.5605     	3.35705E-3  	0.45 hours/million states
10266000	-4481.3239  	-205.1419   	-4276.1820  	33.6725     	3.97965E-3  	0.45 hours/million states
10267000	-4488.8487  	-197.8787   	-4290.9700  	33.2299     	3.67237E-3  	0.45 hours/million states
10268000	-4500.9002  	-209.0895   	-4291.8108  	32.6414     	3.60275E-3  	0.45 hours/million states
10269000	-4495.3070  	-209.4015   	-4285.9055  	34.0202     	3.67699E-3  	0.45 hours/million states
10270000	-4486.1646  	-205.8797   	-4280.2850  	31.3113     	3.54515E-3  	0.45 hours/million states
10271000	-4479.5815  	-201.9682   	-4277.6133  	33.0915     	3.9797E-3   	0.45 hours/million states
10272000	-4475.5673  	-191.7681   	-4283.7992  	32.9130     	3.81785E-3  	0.45 hours/million states
10273000	-4479.3588  	-191.7116   	-4287.6472  	31.1403     	4.2544E-3   	0.45 hours/million states
10274000	-4480.2824  	-193.9802   	-4286.3022  	31.8590     	3.86871E-3  	0.45 hours/million states
10275000	-4480.4347  	-195.2652   	-4285.1695  	31.6162     	3.90506E-3  	0.45 hours/million states
10276000	-4483.3437  	-192.4794   	-4290.8643  	31.6178     	3.89289E-3  	0.45 hours/million states
10277000	-4487.3896  	-203.5415   	-4283.8482  	33.9098     	3.42942E-3  	0.45 hours/million states
10278000	-4490.6192  	-200.4355   	-4290.1836  	30.8476     	3.59237E-3  	0.45 hours/million states
10279000	-4491.2306  	-198.3300   	-4292.9006  	31.2193     	3.55529E-3  	0.45 hours/million states
10280000	-4486.2529  	-201.6456   	-4284.6072  	32.2720     	3.77498E-3  	0.45 hours/million states
10281000	-4492.5821  	-204.7269   	-4287.8552  	34.5679     	3.8947E-3   	0.45 hours/million states
10282000	-4485.0236  	-203.2022   	-4281.8213  	35.0806     	3.83233E-3  	0.45 hours/million states
10283000	-4490.3629  	-207.9573   	-4282.4056  	33.0066     	3.558E-3    	0.45 hours/million states
10284000	-4480.2442  	-201.0822   	-4279.1619  	33.6036     	3.63392E-3  	0.45 hours/million states
10285000	-4496.9194  	-204.4582   	-4292.4612  	31.7042     	3.73107E-3  	0.45 hours/million states
10286000	-4478.2791  	-197.5315   	-4280.7476  	31.1241     	4.24638E-3  	0.45 hours/million states
10287000	-4483.9825  	-200.5496   	-4283.4330  	31.7666     	3.61684E-3  	0.45 hours/million states
10288000	-4482.4295  	-192.1119   	-4290.3177  	30.5016     	4.22622E-3  	0.45 hours/million states
10289000	-4479.5275  	-193.6251   	-4285.9023  	30.9004     	4.09611E-3  	0.45 hours/million states
10290000	-4491.8404  	-203.3733   	-4288.4670  	32.8132     	3.7474E-3   	0.45 hours/million states
10291000	-4496.1070  	-201.9001   	-4294.2069  	34.2150     	3.77996E-3  	0.45 hours/million states
10292000	-4484.9326  	-204.3538   	-4280.5788  	32.4158     	3.95212E-3  	0.45 hours/million states
10293000	-4492.6456  	-203.0884   	-4289.5572  	34.3692     	3.83768E-3  	0.45 hours/million states
10294000	-4482.8900  	-199.5851   	-4283.3049  	31.3458     	3.69005E-3  	0.45 hours/million states
10295000	-4479.4215  	-198.8433   	-4280.5781  	32.8765     	3.92365E-3  	0.45 hours/million states
10296000	-4497.0860  	-195.0074   	-4302.0786  	30.3089     	4.05825E-3  	0.45 hours/million states
10297000	-4484.3534  	-198.9087   	-4285.4447  	30.8398     	3.95806E-3  	0.45 hours/million states
10298000	-4483.3488  	-197.4861   	-4285.8628  	34.2364     	3.53336E-3  	0.45 hours/million states
10299000	-4479.8792  	-201.7396   	-4278.1396  	32.9597     	3.31952E-3  	0.45 hours/million states
10300000	-4478.2208  	-194.7935   	-4283.4274  	29.8539     	4.05863E-3  	0.45 hours/million states
10301000	-4478.7911  	-189.8751   	-4288.9159  	28.0043     	4.4725E-3   	0.45 hours/million states
10302000	-4478.4865  	-195.9420   	-4282.5445  	31.5219     	3.84152E-3  	0.45 hours/million states
10303000	-4471.9970  	-195.6618   	-4276.3352  	31.8822     	3.92353E-3  	0.45 hours/million states
10304000	-4494.1267  	-199.2103   	-4294.9165  	32.3985     	3.81516E-3  	0.45 hours/million states
